Date,juve,roma,lazio
2018-08-13,0.7735959887504578,0.5099999904632568,1.593999981880188
2018-08-14,0.7915549874305725,0.5149999856948853,1.5499999523162842
2018-08-15,0.7915549874305725,0.5149999856948853,1.5499999523162842
2018-08-16,0.7984619736671448,0.5120000243186951,1.465999960899353
2018-08-17,0.8090530037879944,0.5130000114440918,1.4600000381469727
2018-08-18,0.8090530037879944,0.5130000114440918,1.4600000381469727
2018-08-19,0.8090530037879944,0.5130000114440918,1.4600000381469727
2018-08-20,0.808131992816925,0.5180000066757202,1.409999966621399
2018-08-21,0.8228669762611389,0.5220000147819519,1.4160000085830688
2018-08-22,0.8412860035896301,0.5220000147819519,1.4140000343322754
2018-08-23,0.9025290012359619,0.5260000228881836,1.4240000247955322
2018-08-24,0.9430509805679321,0.5389999747276306,1.444000005722046
2018-08-25,0.9430509805679321,0.5389999747276306,1.444000005722046
2018-08-26,0.9430509805679321,0.5389999747276306,1.444000005722046
2018-08-27,1.0977699756622314,0.5789999961853027,1.5099999904632568
2018-08-28,0.9992290139198303,0.5509999990463257,1.4880000352859497
2018-08-29,1.086719036102295,0.5509999990463257,1.5199999809265137
2018-08-30,1.086719036102295,0.5400000214576721,1.5260000228881836
2018-08-31,1.1290819644927979,0.5360000133514404,1.5880000591278076
2018-09-01,1.1290819644927979,0.5360000133514404,1.5880000591278076
2018-09-02,1.1290819644927979,0.5360000133514404,1.5880000591278076
2018-09-03,1.1309239864349365,0.527999997138977,1.6319999694824219
2018-09-04,1.1290819644927979,0.5120000243186951,1.5740000009536743
2018-09-05,1.1944700479507446,0.5080000162124634,1.5700000524520874
2018-09-06,1.2368329763412476,0.5199999809265137,1.5540000200271606
2018-09-07,1.2976160049438477,0.5220000147819519,1.5399999618530273
2018-09-08,1.2976160049438477,0.5220000147819519,1.5399999618530273
2018-09-09,1.2976160049438477,0.5220000147819519,1.5399999618530273
2018-09-10,1.40168297290802,0.5339999794960022,1.590000033378601
2018-09-11,1.356557011604309,0.5450000166893005,1.600000023841858
2018-09-12,1.3814220428466797,0.5440000295639038,1.600000023841858
2018-09-13,1.374055027961731,0.5379999876022339,1.5820000171661377
2018-09-14,1.3924740552902222,0.5320000052452087,1.6059999465942383
2018-09-15,1.3924740552902222,0.5320000052452087,1.6059999465942383
2018-09-16,1.3924740552902222,0.5320000052452087,1.6059999465942383
